Mn,fe,cu,zn,sulfur,cloud_coverage,n,P,K,temp,hum,pH,Rainfall,label
45.59064897,254.1375036,19.81949386,46.86749987,0.35863429,22.96213656,518.8823373,0.513710035,123.4378845,29.86650894,59.16801106,6.991858377,562.2652139,Pigeonpea (Tur)
53.64269263,219.0843825,12.87058687,24.80611555,0.416213122,26.56552461,633.7092916,0.554229471,126.0532859,21.88344731,52.32345889,6.927143696,1173.890073,Pigeonpea (Tur)
51.50241095,259.0205916,16.19100033,40.32414115,0.308260567,21.94781798,503.9877316,0.569502626,124.118937,23.16009625,58.89934703,6.305078952,1125.864291,Pigeonpea (Tur)
43.25507838,154.3286652,19.27689933,28.25900396,0.422146145,24.2607277,480.7598038,0.52074022,119.6594423,23.09211967,55.54256498,6.869345703,1145.244113,Pigeonpea (Tur)
62.22357233,214.1294818,9.068172351,38.96377097,0.389929832,29.88804814,540.4428573,0.564939497,115.2358961,20.82688979,53.12127612,6.296579422,1154.684068,Pigeonpea (Tur)
80.88693556,281.6692577,10.81510367,46.35460312,0.411001713,21.17692594,551.7180017,0.563313919,118.7913584,29.4995899,62.85004557,6.706753447,579.3853131,Pigeonpea (Tur)
60.37080975,233.6846273,11.97432147,49.30069794,0.485166941,28.15414676,606.3787377,0.534665666,128.4242656,26.74591774,82.92109609,6.549446925,913.0338831,Pigeonpea (Tur)
90.49359162,153.0882458,6.536203374,36.71152025,0.389676446,24.8069548,492.514509,0.51838362,125.1108415,26.21999821,78.51983811,6.402648491,618.6689738,Pigeonpea (Tur)
84.94096189,252.3863262,14.64062019,38.31875749,0.3794604,24.31882104,572.5440488,0.579493946,110.5023161,25.13809688,79.85232989,6.290926936,1017.684843,Pigeonpea (Tur)
59.4988754,98.19878877,13.24976568,49.7223902,0.399604765,28.08215481,497.1415396,0.534790764,110.1687656,25.73700639,53.76507444,6.658191215,656.5748406,Pigeonpea (Tur)
71.52159382,233.438158,9.029365111,32.62997495,0.283801112,21.17780655,489.5717242,0.541281076,129.0989854,23.80513039,53.5851436,6.887171431,884.0932424,Pigeonpea (Tur)
98.72832098,98.20545354,17.84136869,24.13443569,0.382592779,29.99194861,586.384105,0.559099486,126.1385804,24.43641694,82.0845902,6.378797959,536.2451263,Pigeonpea (Tur)
87.78265899,197.7872676,6.62202311,38.06741662,0.375862428,27.04646007,547.7358701,0.557863126,128.0618994,21.31668365,61.30310906,6.925437998,965.5205512,Pigeonpea (Tur)
37.60836263,260.6785393,18.83456143,45.41285198,0.321693142,23.4162931,512.654776,0.515549625,109.4356589,26.4066329,64.10341627,6.865570677,1111.925687,Pigeonpea (Tur)
65.19313972,186.4305595,12.98588838,24.23499249,0.346851741,27.92008612,528.2813063,0.522773504,105.5087551,22.46144814,78.87019173,6.423276137,1109.999089,Pigeonpea (Tur)
23.70175038,289.8107244,9.552690101,24.34559503,0.267317363,24.76720686,532.3878362,0.55830074,125.944206,21.18743113,72.9972136,6.914402403,558.6079589,Pigeonpea (Tur)
25.89393203,252.7417163,14.68183635,35.45435716,0.372897625,28.63085597,480.3567827,0.543639488,130.6914731,23.74279224,66.12177057,6.057277852,878.8666198,Pigeonpea (Tur)
66.08323613,85.30842149,8.245444288,28.07822839,0.304651772,28.61563338,629.3095771,0.524025115,106.6495993,24.29580575,58.66625097,6.271458043,1180.216749,Pigeonpea (Tur)
73.36139065,126.6606514,8.127235399,46.92900287,0.394918727,23.75994862,633.2782663,0.560618086,107.7099657,23.38464313,62.65538345,6.090322141,829.212763,Pigeonpea (Tur)
70.23828869,205.5235052,11.37138059,25.62795796,0.299905358,20.11975101,617.3385622,0.505835586,124.1879401,27.0177532,77.72247528,6.167002001,701.5786113,Pigeonpea (Tur)
64.29356782,196.6378211,16.4036507,30.45879487,0.282911091,25.59496173,580.6489379,0.52159271,122.4530309,24.56172533,61.76944077,6.424060279,772.3992979,Pigeonpea (Tur)
71.7797634,262.2705508,9.715361387,26.84614541,0.454834704,24.94298912,495.5231289,0.542646262,129.9436949,29.87598624,69.18474038,6.678054705,882.2564727,Pigeonpea (Tur)
63.15207875,284.1572889,15.20978861,31.61206079,0.451002806,23.79452712,498.0436906,0.565284633,117.6153088,29.28601172,72.94524938,6.346901568,889.2085582,Wheat
98.12830918,224.8104291,8.165985729,43.66359977,0.32622945,22.20532937,488.408502,0.509934558,127.6357623,26.51818383,66.21912008,6.147305162,1124.649757,Wheat
28.22850107,288.2183037,18.15184982,44.510585,0.396463601,28.61965383,528.8363628,0.542942767,109.4178377,21.06739696,79.12583284,6.963082884,662.7952283,Wheat
64.08103685,62.66969316,14.53756088,33.65359986,0.438881552,29.55064499,495.6520801,0.557386538,105.6385643,25.12084479,73.61547468,6.568889478,931.4983924,Wheat
87.74635562,286.9767565,7.858382229,48.09717717,0.322714218,20.70766132,536.9813449,0.554718696,120.5869814,20.02239542,80.9081797,6.012064155,865.3299089,Wheat
58.7267258,131.3913459,11.64701199,26.86308431,0.471276322,22.83994236,566.5676789,0.521918924,128.2946961,21.77575117,80.55103403,6.192486487,955.9739792,Wheat
68.66660225,84.56641753,11.10665858,32.99187899,0.44705171,27.59754247,594.4702651,0.546189375,111.0323385,23.31308614,75.27691443,6.503570117,683.361006,Wheat
51.46079468,241.2638533,8.762091158,27.77694481,0.382502033,25.76995134,577.3181411,0.574048293,107.2082691,25.54348701,71.5588774,6.589996082,802.961965,Wheat
80.97114822,118.7856213,18.17127874,32.00599614,0.355718431,29.496454,530.4460232,0.571559526,129.313292,21.9146264,69.45215098,6.725208501,565.6971246,Wheat
66.27321242,78.19133828,7.319852101,25.35675001,0.371739632,27.1858961,608.2515128,0.503214517,114.0527894,21.42051946,64.74143968,6.255502765,580.8884499,Wheat
37.90392499,75.31257854,18.99051045,25.99170005,0.346821091,29.12833124,568.1775095,0.525815582,112.0161046,24.13455162,79.48308339,6.445229193,565.0786493,Wheat
57.07028739,199.299445,6.912073932,21.94019348,0.389392868,25.37816794,509.7781681,0.51134014,115.8271222,26.510739,61.50284219,6.142124034,1200.985146,Wheat
90.761005,231.7019818,9.817790764,42.410285,0.461177075,21.63880528,565.6857613,0.547247833,108.8808149,26.2209397,54.5013747,6.592739013,848.391948,Wheat
50.32028811,136.7568103,6.066138106,21.34028882,0.28205292,20.5613105,494.8868498,0.566452013,119.8020865,27.99543199,56.64457138,6.539224006,1040.010282,Wheat
54.32556673,169.6866527,18.36150317,33.96239363,0.355413416,21.25848107,482.0120812,0.523002485,115.1196821,29.82309107,60.49231815,6.465239585,1011.812567,Wheat
38.14385416,166.5877685,16.87999613,41.84009222,0.261963382,20.95706698,507.1217757,0.506749998,129.6585945,22.42731705,74.11259541,6.667244683,691.8433777,Wheat
22.73099661,192.7294545,19.30898806,34.80971826,0.338945003,27.29323391,603.9751198,0.517938175,121.9584305,28.47764533,65.19158162,6.135871337,1107.895985,Wheat
77.09684304,190.8244903,14.39500265,30.09784399,0.444500757,22.5919007,560.4998736,0.512651465,117.7762965,20.7171892,80.06756938,6.384629167,577.1554923,Wheat
52.07669412,209.9846995,10.68699484,46.03145495,0.38486052,24.39321011,484.2648581,0.563261665,119.865935,27.66747291,77.16601938,6.894555309,949.3648984,Wheat
39.60776113,96.71576858,15.00166655,37.48232102,0.350621245,27.08444954,571.3786269,0.559740384,106.8086423,27.18899979,57.47472795,6.13531274,899.6656829,Wheat
83.63574203,167.5918783,12.37559966,36.40762279,0.43468547,28.74037729,495.843226,0.56487723,123.6993938,26.21207051,83.63360074,6.163289365,1129.785338,Wheat
47.68392734,161.629757,6.177645952,29.93326854,0.429144145,21.38950437,566.7895185,0.579072732,106.344478,22.52916892,79.64043048,6.479335848,530.2068649,Wheat
29.67947039,248.3426663,9.311482066,41.96375775,0.40991133,21.85209567,510.0056394,0.528282698,132.8300096,28.27097208,74.55555216,6.733267438,935.7727762,Wheat
54.2825224,290.9387194,17.93023067,40.81313354,0.490826121,28.78805026,571.3386378,0.507001663,105.3365891,28.80179392,71.06851839,6.197450926,1086.459401,Wheat
85.1300151,140.3501343,18.30766925,33.5218623,0.471735425,22.62988444,588.5656673,0.57844547,132.1276183,27.3920932,73.93043226,6.349469502,1088.871094,Wheat
64.46968364,161.2944209,11.53137431,23.58060044,0.474593938,27.02271464,587.3331079,0.52985236,123.2888497,23.17357575,64.33607815,6.845324602,905.318181,Wheat
99.60813556,278.9198672,11.33583653,40.24027977,0.410151627,29.30575258,592.6657567,0.573494352,126.8799781,24.31592096,54.91058705,6.217805327,1156.911446,Wheat
30.02059642,145.0746028,18.20562374,38.37275163,0.324830453,25.96847901,639.8291324,0.553791548,118.6503698,23.53694064,79.53460491,6.143673232,1042.116587,Wheat
40.59760478,70.39641146,18.17906816,22.98875718,0.443956692,23.50581131,619.5007898,0.502192638,109.3796792,23.46924735,74.80797134,6.380697012,667.9347259,Wheat
28.85239576,132.9000857,7.466931568,45.5998096,0.375916087,29.86103306,595.4208863,0.55984541,113.9983744,22.76488462,63.75559193,6.987258234,559.1561539,Wheat
73.43246831,173.5980214,17.94057274,33.41173839,0.333191626,25.44484641,557.0418325,0.577450914,116.5755625,22.2269235,74.07955229,6.037692584,649.8224056,Wheat
46.87860188,297.4839358,6.044683562,21.9861268,0.331632872,20.11942024,521.5095165,0.571724901,120.9405482,20.02699808,84.93610029,6.777391301,1055.590632,Wheat
38.97885273,121.478409,10.31511128,32.49832257,0.298003267,26.78009106,495.570678,0.569720109,116.8598075,28.66782174,80.16884206,6.786158783,817.502042,Wheat
79.722155,283.7387468,11.69748796,30.1281629,0.410443296,27.47270087,548.5869958,0.519887883,109.5089607,29.70737154,82.41095815,6.12253385,760.902072,Wheat
29.44903205,62.09117967,9.514982155,22.05722997,0.371901252,24.48606017,506.9599108,0.519192313,130.6153876,20.94608315,69.65340228,6.407877186,1092.260952,Wheat
90.59519365,139.712116,11.29007944,27.43826743,0.257017497,28.84355833,571.2723715,0.507569387,105.5125176,28.82043603,78.93768561,6.195296093,811.065833,Wheat
43.29090577,199.9452372,16.15122451,30.0636376,0.430584076,23.64865375,632.2354174,0.516274975,112.6952805,25.50437538,51.52982982,6.286234015,1132.514949,Wheat
28.81963788,297.1010802,6.542443828,39.86714643,0.321177003,28.10324509,634.9055773,0.528072979,126.0304275,29.92041245,63.92805992,6.255303569,947.4220636,Wheat
54.6477708,140.3130715,11.09504019,31.77890276,0.267227139,29.45607055,620.6818823,0.552270762,108.2375354,23.87991119,52.79786311,6.696912314,689.6841722,Wheat
47.30610985,190.8766179,11.62638084,22.91260712,0.463312897,22.13318135,623.0527814,0.577035975,125.2344756,26.52518324,75.35045963,6.147152046,1062.906926,Wheat
68.25015672,117.3973745,13.73570789,24.28708863,0.270818617,21.33811243,548.1029482,0.576213157,111.4969229,22.15436955,67.38410745,6.221335921,517.0862195,Wheat
41.37405778,255.7552589,7.339262282,33.72714432,0.266193426,25.51028233,531.2460926,0.524819636,132.9221146,21.60579988,73.88098526,6.883649755,1184.673476,Wheat
74.62213609,108.8201989,10.54753686,49.46023063,0.395390239,22.71656689,488.3488969,0.577532907,124.43904,22.16643403,84.1317992,6.346470569,528.2164768,Wheat
49.72064121,73.59033714,19.68758232,46.35758787,0.488775398,22.8000234,597.4096656,0.522860661,116.0441756,21.22614529,51.68622538,6.264046893,1110.93916,Wheat
98.97128781,284.6677695,12.53923067,39.68079137,0.291715462,29.8550262,513.9332932,0.541023605,127.4845774,24.24205681,66.50830807,6.919255295,660.6459002,Wheat
97.75957878,113.4594516,14.20296048,35.70357496,0.423271633,21.46259082,500.3927571,0.542595173,107.7706319,21.70778091,80.60865835,6.236816795,1050.254527,Wheat
39.28951394,202.5875948,16.36729644,43.36550965,0.287502822,22.25203873,559.0717457,0.537682671,126.6259969,24.64523489,53.1314816,6.027856862,502.6018306,Wheat
90.21453693,96.15789047,12.68385071,43.37145322,0.454479989,20.00458496,613.0498259,0.564237717,115.5775869,21.57403954,62.91054322,6.41670366,628.5555393,Wheat
90.72289785,105.9059483,10.73047108,22.13405196,0.483341777,23.96801661,486.663807,0.51074617,106.0284165,22.36850383,83.13405244,6.887708246,575.6568653,Wheat
82.11938151,130.4926321,11.60275569,22.14282508,0.431884793,26.76169546,559.8981727,0.552802108,121.2625459,24.02979924,67.75353482,6.947355783,598.993925,Wheat
28.17215428,69.9975747,10.62147588,47.14825087,0.312472659,21.04263779,622.3377963,0.57534895,111.5206758,21.00885354,72.40085521,6.519301415,1060.043931,Wheat
40.07250493,221.1197243,12.2523765,28.81306879,0.361831583,25.69005547,494.1834608,0.512017619,125.1056686,21.41596465,54.00074919,6.027089857,620.2051584,Wheat
35.41028515,277.6968241,17.53387392,25.48387335,0.41499289,22.6168792,530.6826731,0.565898732,132.1297308,20.25292063,71.1866041,6.06940917,1071.587065,Wheat
30.66465367,273.2744032,10.5697773,24.69382799,0.302356029,20.09317759,629.1876933,0.533527766,131.5878458,20.54139075,75.54199762,6.213425932,577.0484123,Wheat
39.5661699,122.213227,12.69069768,26.20036333,0.330458367,20.66054447,612.6329283,0.546923683,130.3392128,25.03703753,59.43296155,6.855960578,1117.266419,Wheat
98.27171846,94.7911746,18.82989593,22.72602953,0.463202808,29.25587239,500.7067909,0.503264855,111.0221232,29.81661846,60.69260232,6.145759714,1136.933993,Wheat
36.676475,282.0160804,19.11627166,49.18081345,0.459548422,27.77488536,583.7810832,0.500493201,116.7054728,22.44338508,69.24077756,6.498203182,769.1114918,Wheat
53.17104566,148.3964546,15.30729598,49.8880208,0.30073127,29.88999943,557.5345719,0.579784632,105.7868327,20.25771655,65.87130153,6.491690274,580.4029391,Wheat
45.12560169,204.2211947,11.1743557,36.80024524,0.445953199,25.97910253,487.9604841,0.548742598,130.5200134,28.00487389,53.59286645,6.834560863,638.1469599,Wheat
25.11543869,297.1153984,7.807393396,24.05943434,0.463554957,24.01311108,614.0997477,0.578195846,121.9961937,25.06890647,61.8504116,6.781762574,1173.833017,Wheat
37.74040755,110.0231428,9.855150608,41.6013129,0.353710327,26.35377407,488.1963015,0.520471178,129.1801086,22.67249582,50.1021769,6.925868144,804.5875274,Wheat
69.79293569,193.5001186,9.145285449,36.53927169,0.499164537,21.743819,596.1172325,0.550499312,107.8720819,29.46575899,75.16786857,6.035698854,506.0263725,Wheat
32.75143643,135.8603414,18.63414677,33.17021382,0.407472499,23.40057681,485.6864417,0.542526403,131.949633,24.80416108,79.75903667,6.219871302,1224.67771,Wheat
95.73949607,138.158645,13.95738942,36.98809635,0.26441726,28.05561003,565.0244868,0.504723225,123.6770234,27.44867055,63.57617113,6.49560259,1120.265374,Wheat
84.39345044,110.636044,16.79703796,45.11636464,0.279398856,20.86568133,626.3319011,0.528115875,110.1126152,27.07449841,76.0839895,6.921714468,1013.809636,Wheat
33.96664558,72.54062713,8.636916493,29.58568117,0.421828112,29.69204692,509.3015513,0.511884455,130.360322,20.48081157,69.5554479,6.374724871,847.3883853,Wheat
60.14000126,151.4709385,8.385558218,23.9563484,0.487312976,23.02439233,583.026259,0.524311612,131.118183,23.80081844,68.40807162,6.405994914,715.9034486,Wheat
36.84061134,290.0638616,6.525111125,43.82649329,0.484709194,28.59661765,627.5573293,0.510142447,109.7950384,29.04293302,64.81322459,6.618254766,1060.289249,Wheat
86.84848688,96.72012779,12.57372509,29.12904651,0.295783253,28.53581693,562.3740192,0.520606335,106.556915,20.9524858,61.06388328,6.022923723,1079.853819,Wheat
32.23613253,73.26423578,7.764038842,42.47200464,0.480526612,21.06361901,634.9796937,0.559604229,115.1754395,23.64157927,71.76241545,6.614166043,1096.179244,Wheat
55.05834153,263.5890613,13.9683979,21.55192603,0.436099996,26.51042489,534.9778888,0.514002204,116.0893283,20.08707689,62.50127936,6.764928038,1138.866494,Wheat
21.12197757,243.0107021,10.44259289,38.54626556,0.475275443,22.91908764,633.3444598,0.546729359,119.7055582,29.09017717,59.32957767,6.9248565,534.3706106,Wheat
42.84461876,194.8262059,11.3780491,37.86838455,0.327573276,28.43069264,554.0778132,0.537588963,112.8493048,27.18827411,54.4408651,6.1031537,626.8987596,Wheat
46.41885476,140.7367708,9.722384246,33.4797745,0.26213952,24.91827669,624.4749179,0.532736416,123.4163086,26.79853018,78.70178293,6.679549871,957.8366194,Wheat
80.55047026,110.9297609,17.28921976,44.51452342,0.28879423,29.5916921,515.579765,0.532532381,130.3628326,27.36867466,58.24725571,6.328593841,898.273786,Wheat
52.14062578,268.0350276,6.143927543,29.19391317,0.444563557,26.85331165,611.9311267,0.521914273,130.6833602,24.82497728,68.32485362,6.280046302,859.7479874,Wheat
88.3063669,102.0280099,12.63263858,44.14389148,0.265760615,27.8178934,608.3970781,0.531091339,111.9662177,24.36759368,74.37299895,6.90661942,968.9036456,Wheat
97.1877933,180.8120375,14.46519271,35.55649399,0.44505559,22.60882328,548.7791979,0.514474241,118.5074381,29.92662164,56.30391989,6.413012015,620.6473841,Wheat
45.74423381,127.6288547,13.8060572,36.23466997,0.335241168,27.69709825,538.6820655,0.529499796,113.9310322,23.48333556,65.42171617,6.147620111,1156.321415,Wheat
41.12647329,153.3445163,18.40106677,21.45624619,0.354921793,26.03558763,636.674355,0.509521131,130.2565215,26.29696136,58.00942209,6.630339014,751.42499,Wheat
86.95053829,261.8850377,9.622438809,48.81541885,0.466609393,26.36849562,585.9372193,0.53032159,131.9495387,25.37882026,65.98893357,6.851687093,860.4475438,Wheat
36.70061329,267.6611579,17.25788445,26.62307786,0.424908383,20.56237113,572.9777311,0.504167768,131.3642142,29.35363431,75.84931809,6.374160522,1246.432999,Wheat
70.15723743,83.3735351,9.076994516,39.65974207,0.253282568,28.50174436,530.0273993,0.561121363,129.2773947,22.10639805,51.58660398,6.49064398,733.0955942,Wheat
81.38179126,209.962571,16.97562614,48.50695344,0.458585176,21.8909546,627.2321456,0.503260424,116.6606772,21.53890131,82.35940136,6.210017664,1032.130757,Wheat
53.65456032,97.72608778,12.82751441,45.18352902,0.365795615,27.8701614,578.9198265,0.538920588,114.223378,28.26601256,57.99134879,6.267156753,555.4062908,Wheat
65.16473074,160.233637,7.138594187,41.78807005,0.272148926,28.44114401,550.1700402,0.568224815,130.5832662,20.65254731,58.21941307,6.561160819,647.5217176,Wheat
25.3770372,242.2034268,9.158784565,28.05501247,0.283033278,25.44129775,537.3333155,0.566591614,119.5428191,23.6229776,73.94264847,6.748471168,1098.9904,Wheat
69.96237906,262.9861993,10.36946347,42.10270298,0.346254981,29.96093258,564.6910975,0.54278324,124.3213128,25.37947301,62.98043736,6.223016986,1249.503398,Wheat
38.09301385,219.8469044,18.4642935,46.51374255,0.268840105,22.82859975,585.2887566,0.527665119,109.1232079,27.90634636,56.60483897,6.978301217,980.3714671,Wheat
93.03675973,108.3553703,11.63096435,37.77408899,0.325237498,23.82271954,527.5794487,0.576232357,108.1706587,27.38178751,83.41217424,6.996568096,543.545905,Wheat
98.60510273,122.1903981,8.326864178,37.57008698,0.424353817,25.60037976,511.7196439,0.567658748,118.2713641,27.28898713,55.56705732,6.74485626,674.8203616,Wheat
98.88172856,237.7080602,6.313561453,34.13239821,0.297325663,21.18204027,628.3209052,0.506677975,130.7008568,20.97124761,83.07602535,6.993312732,1115.488171,Wheat
57.12519268,155.176863,11.81938459,43.73983819,0.268366198,21.0185138,592.6414922,0.566099582,113.2525038,28.17850125,72.75043671,6.219322063,1209.497303,Wheat
26.67956462,126.4811483,17.89229319,47.67718341,0.288373114,25.20957749,525.3490577,0.572827148,119.2245093,20.84245381,54.28744575,6.792168726,625.1561441,Wheat
68.80153501,162.1236735,15.55551662,44.19426991,0.336990157,23.69615535,635.7082273,0.51614285,124.9608641,24.17596971,62.09828404,6.141109774,1156.486205,Wheat
69.27652415,296.6088657,14.2596587,24.595052,0.4386237,24.88055891,545.7266962,0.577971667,129.5449125,26.32138327,82.83947278,6.997644149,975.686257,Wheat
97.18830263,106.7388569,17.71801846,22.55493997,0.319176596,25.041155,585.0338645,0.566379539,112.7019247,22.07314571,71.35332121,6.37575029,597.1173104,Wheat
68.89861427,278.838429,6.174729403,42.14188363,0.271421952,20.24964495,595.7659227,0.550738505,130.6703816,28.82766756,63.30198893,6.709176684,515.6018709,Wheat
58.98469143,182.7980768,6.733890217,34.93135834,0.269532861,26.09828361,481.3939207,0.5062589,107.5184645,25.27456454,79.34425832,6.538148878,1065.336938,Wheat
92.25790017,72.95356205,17.41975913,23.87338452,0.415948326,22.84661471,575.8811134,0.558344726,127.9955922,22.29502111,62.44779457,6.219911906,793.547856,Wheat
99.82151905,73.40444324,15.96228038,33.77758722,0.272869345,23.81153468,500.308993,0.559996266,132.894392,26.95417437,61.5322698,6.322871669,520.8327327,Chickpea (Chane)
96.57601283,170.3630327,19.4985669,33.37263253,0.307762309,24.16489956,530.7723816,0.512486659,115.7825113,21.17265868,80.0936734,6.942394264,922.3308448,Chickpea (Chane)
87.71164454,298.6427112,9.805028506,24.09380589,0.384873917,25.60149914,573.8170903,0.543243757,120.6250061,22.5396264,71.26373564,6.626458178,1112.461666,Chickpea (Chane)
27.78232884,79.45154199,15.78617063,25.81935152,0.382335263,24.34191841,497.264788,0.542310585,114.7342822,21.43372952,50.25991364,6.659249343,1013.868142,Chickpea (Chane)
86.43887881,250.526021,15.39831563,23.57881082,0.450026821,26.20175336,543.6569461,0.516863363,112.2203106,24.906237,60.74505097,6.273491568,778.2699351,Chickpea (Chane)
65.95000362,131.9367718,13.86063606,30.84127133,0.382339554,27.75399634,632.2929754,0.57442904,120.7224292,24.37305251,65.16490599,6.933872598,1149.258296,Chickpea (Chane)
86.45743352,299.1992318,9.555658655,42.94236798,0.411466061,21.12687523,612.4764697,0.535015545,121.2477828,27.8172776,52.90762941,6.903979248,1000.6091,Chickpea (Chane)
85.11977894,66.61641279,6.251138836,39.79773703,0.484367603,20.45955985,636.3301745,0.507443569,123.662738,29.17504197,65.69862067,6.285512254,1079.467408,Chickpea (Chane)
98.88768215,202.1243704,6.401763149,34.06840752,0.473301942,26.10004459,603.7544774,0.516093039,118.604855,26.48465277,64.00004254,6.185325343,605.1508221,Chickpea (Chane)
96.87590349,232.0689365,10.95672882,42.32223538,0.308814334,20.57475811,494.5793739,0.561145656,131.0701094,25.27735486,63.10908904,6.020483858,859.0678891,Chickpea (Chane)
67.04812363,77.28123604,16.17909626,38.66107508,0.431381854,27.8029022,586.186611,0.536101749,134.8413459,27.24664176,67.02980668,6.231753975,606.9505035,Chickpea (Chane)
70.19782367,238.4519757,7.450375932,43.26784549,0.322656481,27.98782826,570.0788669,0.576684219,106.1895475,28.24682053,81.44514588,6.78976647,1248.703713,Chickpea (Chane)
99.34200256,110.394834,6.80891382,29.59990084,0.490546088,26.59508344,628.4759693,0.558099224,124.8340219,21.28203296,81.98016349,6.157686014,1197.62963,Chickpea (Chane)
94.79825288,88.32698787,19.02500874,34.00485012,0.357198668,26.26010714,543.617194,0.56007586,107.3436406,29.18331961,66.88150644,6.264104024,730.2587468,Chickpea (Chane)
90.26747018,115.5212684,16.34754294,32.13748002,0.358196105,21.24959273,544.0352233,0.501842495,111.0729792,23.58448112,52.68424908,6.946552885,1026.288663,Chickpea (Chane)
33.81283005,82.20233142,12.96672256,37.26879905,0.463902045,28.14751884,594.0050259,0.568556891,110.325856,26.75944068,55.11299528,6.292384694,1138.618176,Chickpea (Chane)
94.047463,209.8117144,7.036384791,28.84368706,0.485051185,20.72085475,511.6967577,0.512014724,134.4392849,20.68698607,82.74127395,6.626836255,925.2569461,Chickpea (Chane)
33.26148751,185.5561436,13.73730057,44.69611281,0.262794375,27.56506695,530.9895912,0.521059398,127.7290688,24.8837941,58.64086676,6.137497355,645.2011899,Chickpea (Chane)
51.66365785,140.8917533,12.45234414,32.5246033,0.477490389,20.42907084,501.590989,0.515748394,110.2182515,23.20321356,61.87476644,6.597355542,953.7864033,Chickpea (Chane)
67.05625043,251.0352938,17.63014067,41.88634942,0.313335924,29.48318124,580.6853589,0.552993739,124.6564487,29.65325537,56.95267723,6.568992715,570.7802011,Chickpea (Chane)
65.93356067,112.4159604,11.11081002,41.02611832,0.358522409,26.09603002,508.5550077,0.527265756,119.6342231,27.62472378,51.6458915,6.001934649,1229.513036,Chickpea (Chane)
96.19204492,246.2053476,14.7544526,44.79673421,0.348980878,24.46343964,566.069962,0.515456529,108.1220257,25.74324948,72.10425527,6.868142666,961.9711405,Chickpea (Chane)
22.44864577,92.37800167,12.68090426,49.90360879,0.377951667,20.82909678,570.17249,0.530081045,124.4067913,28.12769532,56.78441463,6.401891418,598.3877492,Chickpea (Chane)
97.0923453,291.5805764,13.72641265,35.54807074,0.359759819,21.15684392,584.8840813,0.56371697,118.3485441,20.58862837,55.97762923,6.512407691,1172.353437,Chickpea (Chane)
98.49350543,138.4455797,14.3594594,38.13361395,0.461549041,26.42650278,606.1449893,0.517686462,107.5876,28.99931889,75.24657838,6.620579491,924.8772681,Chickpea (Chane)
30.47192412,190.6347308,10.2191741,26.00080426,0.293729767,27.97865693,583.4051141,0.515120345,120.0484902,21.07315666,61.7430082,6.822766088,1009.715083,Chickpea (Chane)
67.10132981,267.1121924,16.70358638,37.39617427,0.40105147,21.61353196,631.1516644,0.524527805,106.3901758,29.47236278,54.58231099,6.676593516,984.8270592,Chickpea (Chane)
59.45598096,227.0655834,12.24076829,27.58151116,0.280367253,22.91084901,537.8670693,0.547585627,106.965855,29.47407386,82.77931326,6.273932042,577.5480727,Chickpea (Chane)
66.54565629,94.91745882,12.38467606,25.20195236,0.414424219,28.3743927,629.1619838,0.508970608,108.5359396,23.9532319,81.33965061,6.025368591,776.8577843,Chickpea (Chane)
48.79415077,282.5073875,15.40866232,29.01656275,0.281924566,28.53316155,510.7880294,0.526112207,122.5148581,24.83480078,78.9879085,6.853359516,1202.907442,Chickpea (Chane)
79.82717081,203.1573166,8.509012484,35.7498752,0.465244621,28.84478585,517.0934864,0.556387817,110.0465377,25.53818952,70.73499401,6.286635633,1112.896522,Chickpea (Chane)
82.04055483,213.1993168,19.26816877,24.6277264,0.44656087,24.39120902,576.4123945,0.552977988,123.6936703,22.70134638,76.79282973,6.135434394,883.4477362,Chickpea (Chane)
38.54890863,236.2915261,6.492377475,41.84734348,0.258290315,24.61378757,512.2435312,0.578845625,123.7965499,27.94415813,81.403007,6.842361353,753.9912175,Chickpea (Chane)
84.32891972,221.6376901,9.157253446,31.03116545,0.48638954,20.27631844,488.853515,0.524607455,122.9583957,22.10561231,51.12459103,6.608867989,631.5627695,Chickpea (Chane)
27.35193988,135.1491891,6.608187579,21.91967526,0.428012537,25.61917628,611.812181,0.578038287,121.0853788,22.29690928,74.19511234,6.109389542,1189.675404,Chickpea (Chane)
65.25682664,115.2521793,13.51974112,48.77108767,0.253525223,23.66026527,563.1030938,0.507562182,117.9303393,23.22149101,63.61173817,6.10206353,1122.546206,Chickpea (Chane)
38.99773817,189.0800274,7.461735774,44.54853686,0.372704879,21.89251577,534.9143666,0.514563899,121.6947282,22.35036937,58.10816504,6.185924663,778.8846047,Chickpea (Chane)
74.47717246,244.7787401,9.095991952,26.60917799,0.466654524,23.52838165,550.5275535,0.548531253,106.5609276,25.30726029,53.21382258,6.539257228,968.2706926,Chickpea (Chane)
43.12022052,192.8008612,6.164548043,31.01314126,0.486985089,23.43663726,572.6722867,0.549953786,132.9200384,26.43665084,58.72135401,6.870260288,1220.782489,Chickpea (Chane)
29.04625176,156.8339586,14.63170216,49.15589089,0.308589785,24.53102012,605.3778495,0.557529826,129.413391,29.0220787,77.10827119,6.391975385,836.6067609,Chickpea (Chane)
49.41497863,271.0144488,8.631347755,25.05057267,0.465410771,25.8746668,535.2254472,0.500052577,113.7693055,24.99644522,82.96220338,6.183374937,867.9695846,Chickpea (Chane)
